time,temperature,humidity,noise,CO2,TVoC
2024-12-01 07:30:00,17.16746793378948,35.413064943218174,29.608642871626685,13.294296263703483,2.0613522091263774
2024-12-01 07:50:00,18.00017634917184,35.096012957132224,22.60788099839437,9.638336963851987,4.346485463141991
2024-12-01 08:10:00,24.11462255276452,44.93424611517817,32.9012720749728,420.04303927778955,35.74157326471986
2024-12-01 08:30:00,24.47749362939871,44.804247983615625,53.42994694366688,415.9565551958393,41.41916972595429
2024-12-01 08:50:00,23.735157011335765,44.426623082246714,28.690003793918944,410.47092605536574,33.01835199860611
2024-12-01 09:10:00,23.825036641547744,44.83437792008659,35.893807488247425,418.0593455838531,37.05141702998091
2024-12-01 09:30:00,23.032873816599174,44.72784495260272,44.32145392173223,418.3517542368006,40.27585871651168
2024-12-01 09:50:00,23.65252539779501,44.323889614933115,30.642367128558092,423.65170778467467,41.24615231789407
2024-12-01 10:10:00,23.287918549052097,45.39909595073655,44.35450982651608,417.7187796595288,43.90433345290498
2024-12-01 10:30:00,24.247513697561626,45.677463142710764,42.688640603471526,420.46654097267344,34.87239529560235
2024-12-01 10:50:00,23.26424097747468,44.779932586014525,56.596078440705575,420.27576079009526,49.027920822006294
2024-12-01 11:10:00,23.993119982195587,45.64422063018109,54.58527513370121,422.4499678410072,37.91967067192202
2024-12-01 11:30:00,24.19729375133677,44.695030532595844,29.466777974618505,425.9564206038544,37.03762525620917
2024-12-01 11:50:00,24.183847014608904,44.29380119730714,28.23321854454609,422.82871659046276,43.1905744931225
2024-12-01 12:10:00,17.407371916509582,34.77442336259622,14.653859887312596,9.385601882081016,1.8934537866953254
2024-12-01 12:30:00,17.24590163336004,34.317311669130966,12.39036922614109,3.6205716946784294,1.4322580036152162
2024-12-01 12:50:00,18.254872467577126,34.56124798131045,13.355335347365724,0.32174346446336877,0.8516897781390992
2024-12-01 13:10:00,18.319282280184158,34.42273431075395,21.994161523761033,18.911541692873076,4.053788399916518
2024-12-01 13:30:00,24.24114278832537,45.59117670254535,40.27559696079886,415.6824896771108,50.09623614336246
2024-12-01 13:50:00,23.221594321322694,44.99961119106146,41.105617771268385,426.6539517518571,34.721975190691694
2024-12-01 14:10:00,24.086377662295384,44.32614890944279,52.141668708129,411.10547449384575,48.48791550472123
2024-12-01 14:30:00,24.39873769697021,44.871843768250024,56.26722956908992,409.70297260585596,45.19141178412044
2024-12-01 14:50:00,23.70411921825134,45.47070405459645,39.97951702574023,418.8358145517292,39.46152304435229
2024-12-01 15:10:00,23.53434853803995,44.35097385901982,43.70135608600651,408.86274508519585,32.48369958284156
2024-12-01 15:30:00,18.36918747672092,34.763753027084135,23.15443133760003,3.7326872171036607,0.8805053873580726
2024-12-01 15:50:00,18.05604788066782,34.55753917909446,8.519752684475147,9.426229091441298,2.497295398037878
2024-12-01 16:10:00,17.181391491827725,34.56795041697867,27.558018315263485,3.99029631683826,4.548053149285957
2024-12-01 16:30:00,18.44514427245976,34.914907425117434,25.094972781943138,9.944949441612,3.272670135556674
2024-12-01 16:50:00,18.041257672444505,34.569783594331945,2.0982764840900847,16.765670430398004,2.0410544872118908
2024-12-01 17:10:00,18.49739305399461,35.3574527223303,1.5024104315996278,15.106618148631314,2.8747212216989544
2024-12-01 17:30:00,17.149482286983257,34.243808681977136,4.177651564874907,1.2373819513908901,4.583725626755869
2024-12-01 17:50:00,18.01841430825363,34.38421696116246,14.638001191556404,18.332037451383933,2.9277066158759175
2024-12-01 18:10:00,17.057157998656123,35.651341882252765,20.71001397684167,14.125949706485848,4.19773926042208
2024-12-01 18:30:00,17.19025071048452,35.36571248020128,6.237124691753168,2.676746690339671,0.6335378390457974
